,SLC44A4,PCAT29,SPDEF,BIRC5,SLC7A13,C5AR2,SPAG5,PTTG1,MLPH,ROPN1,KLK7,AURKA,MELK,FOXC1,ESR1,TPX2,GATA3,FABP7,GATA3-AS1,UBE2C,CCDC170,CT62,GTF2IP7,CNN1,ASF1B,KIFC1,LINC02188,BLACAT1,HJURP,AGR2,EGFR,CDCA8,POLR2F,MIA,TFF3,PRR15,RGMA,RRM2,FAT2,KIRREL3-AS1,SFRP1,KLHL29,CA12,IRX1,PADI2,CYP2B7P,KLK6,FGFBP1,STAC,BUB1,CKAP2L,PIK3C2G,ANXA9,NDC80,FAM171A1,CCNE1,SYNM,ERBB4,LINC01354,PIMREG,ART3,LINC00092,GTSE1,OCA2,CDCA2,CFAP61,PRR11,TTC6,CYP2T1P,SNHG26,OIP5,RERG,GREB1,ABCC8,RARA,E2F8,POTEKP,CNTNAP3,PSAT1,ASPM,SKA1,SGO1,OLAH,GRIA4,TBX19,KCNK5,STX19,NSG1,THSD4,KIF20A,TUBA3E,NEK5,MYBL2,SOX9-AS1,COL17A1,FSIP1,ARHGEF4,AURKB,VGLL1,FERMT1,HMMR,KIF15,ANKRD30A,FAM47E,TOP2A,KIF2C,RAD51,ZP2,MTFR2,CDKN3,NCAPH,E2F2,KCNMB1,NCAPG,KRT17,NEIL3,CLDN19,RNASE7,KIF14,ERBB2,LINC02303,STAC2,SPNS2,GFRA1,TPO,ARMT1,CCNB1,TSLP,CDC25C,GRB7,ACE2,BBOX1,TMEM86A,MAG,RGS22,CDC6,PGAP3,TRPV6,MRPS30-DT,TCAP,ADAMTS9-AS2,ORC6,NUSAP1,ACADSB,FZD9,ORMDL3,PNMT,CFAP99,CCNB2,MAD2L1,MAPT,TRIM29,GSDMB,SLC39A6,PCLAF,TFF1,FOXA1,TTK,CHST3,PDE1C,KIF4A,KIF18A,ATP13A5,LINC01843,NUF2,PGR,PARD6B,KNL1,KRT7,CEP55,ANXA8,LINC02130,SILC1,ABCC11,RAD54L,SRARP,PAK5,PLEKHD1,BCL11A,AR,SPINK8,EXO1,HID1,ECRG4,CDC45,CDH22,STARD3,KIF18B,S100B,MEMO1P1,MIEN1,UBE2T,CDK1,TMEM45B,DSC3,LINC01087,SIDT1,ULBP3,CCNA2,UGT2B28,C11orf91
18,0.11844711,0.025397845,0.10775964,0.025810106,0.0033178502,0.056963786,0.039713625,0.07907519,0.17992917,0.010081916,0.000639466,0.045166403,0.03495376,0.018505974,0.19585128,0.041085154,0.22121459,6.3179075e-05,0.112801224,0.052217264,0.26888794,0.0662205,0.047450785,0.020950995,0.10151622,0.045633636,0.016192403,0.0045310375,0.068159685,0.1588414,0.0067553986,0.08593306,0.02177294,0.0028885575,0.05081358,0.07669464,0.08952222,0.037642673,0.039522093,0.0009920635,0.037372578,0.06387876,0.10998187,0.03610609,0.03389636,0.002556933,0.0014073078,0.00083365757,0.014710437,0.062019527,0.08883536,0.036751922,0.17066096,0.0757884,0.06255218,0.0024572317,0.017961457,0.006850764,0.014448669,0.03654204,0.0003914354,0.016408386,0.08202547,0.0020851952,0.06174479,0.025017135,0.002528176,0.21434617,0.0038260068,0.05394737,0.19981413,0.07001701,0.13493511,0.05679834,0.02067518,0.11695362,0.032954544,0.05430609,0.005371192,0.09172613,0.03596146,0.048043925,0.0005966587,0.04327122,0.056254625,0.0042426884,0.022198731,0.016941836,0.09799777,0.080314204,0.0,0.039375927,0.01693072,0.03138675,0.062132973,0.04517917,0.020235408,0.0285011,0.0009775702,0.017742796,0.098455325,0.07374271,0.1333172,0.085798815,0.034563392,0.038848754,0.100183405,0.0007878668,0.02982327,0.033357117,0.089354984,0.018630208,0.046808053,0.07177215,0.009462498,0.08076131,0.061839323,0.013888888,0.08441864,0.011862027,0.0020827546,0.009236079,0.04659374,0.045711815,0.08785047,0.03448042,0.07693558,0.08953168,0.18494852,0.01304705,0.0005963556,0.03687477,0.059962623,0.0023682653,0.023656612,0.016532362,0.020767525,0.0053856843,0.084773295,0.00014493114,0.09589041,0.03944588,0.13385956,0.05036342,0.0016832441,0.02372636,5.78553e-05,0.09011628,0.07449046,0.09123326,0.039009523,0.02945645,0.0017872519,0.13925745,0.23608093,0.03385408,0.29330096,0.024050025,0.044167608,0.027074855,0.10087309,0.08963699,0.014674379,0.45037222,0.05031504,0.03479482,0.012674563,0.09673338,0.04262387,0.05985499,0.010119182,0.094076656,0.0,0.029143898,0.06171454,0.039459117,0.06548857,0.014901291,0.011161818,0.20820744,0.00087706477,0.08766428,0.064488105,0.01275096,0.09516868,0.0025817556,0.016123151,0.043324996,0.008987886,0.031460673,0.0135707,0.08455744,0.05937754,0.040258963,0.005753134,0.053478513,0.11211998,0.015410959,0.05935832,0.00013065795,0.013888889
214,0.076838024,0.021057706,0.26668042,0.027046518,0.01393497,0.12339833,0.04764351,0.07606372,0.38416007,0.0042848145,0.002830807,0.05144895,0.06337491,0.027214669,0.085576,0.046618506,0.1552556,9.3958624e-05,0.052284375,0.04097787,0.047765415,0.06340261,0.13478042,0.2862495,0.07254744,0.09267862,0.0089296345,0.007702764,0.09723188,0.25824144,0.0103205815,0.09803365,0.02488336,0.005497577,0.021825118,0.036194764,0.05528304,0.042273726,0.027970089,0.0,0.031473145,0.100326106,0.12579164,0.035853893,0.038937848,0.005378757,0.0028272942,0.002334241,0.01873645,0.05713692,0.08146784,0.030792153,0.07803138,0.06637843,0.04871795,0.0026438567,0.0994605,0.0671322,0.013688212,0.028421588,0.0001957177,0.011850501,0.052413385,0.00655347,0.07913956,0.022960933,0.002282457,0.23635209,0.09356475,0.12368421,0.14869888,0.037715543,0.18648385,0.08814969,0.026149252,0.022801302,0.070454545,0.06417993,0.002042566,0.0718544,0.03813272,0.05164722,0.0004261848,0.0097308485,0.044411547,0.0059204055,0.03858351,0.013596633,0.29053116,0.102436684,0.0074603986,0.1119366,0.023873402,0.04074242,0.049967892,0.037767466,0.02096098,0.03899469,0.0032042577,0.03335112,0.09455753,0.047715873,0.048220772,0.1408284,0.04219083,0.041269597,0.112563044,0.0018711837,0.021354932,0.032376025,0.057750326,0.037796542,0.24325192,0.099873416,0.019368859,0.0941358,0.018498942,0.0059523806,0.060411114,0.022382846,0.3440711,0.015878173,0.060371086,0.17595634,0.085358255,0.025651079,0.13644488,0.030303031,0.11288604,0.01396672,0.0005963556,0.021631982,0.036343396,0.004588514,0.003658239,0.02521425,0.028086666,0.012856149,0.010186545,0.00033955296,0.1183953,0.028410424,0.112055644,0.027868051,0.0018362664,0.02570058,0.0005992156,0.058139533,0.077159494,0.0687076,0.2340134,0.046216357,0.011219244,0.019300602,0.15315165,0.0074745105,0.17055447,0.023208274,0.059704132,0.025393736,0.09276582,0.06834313,0.009532991,0.043424316,0.033421606,0.020457152,0.011401803,0.067517824,0.13430947,0.042098258,0.033055995,0.010452962,0.010405827,0.044734318,0.081014365,0.18238969,0.017671518,0.01879271,0.009567273,0.20481275,0.0015348634,0.07467145,0.13567612,0.029580643,0.04664723,0.012048192,0.01785257,0.055378668,0.0045497683,0.037078653,0.008220115,0.04369115,0.035895616,0.03875836,0.013116836,0.07159376,0.097486824,0.018835615,0.053023636,0.0003359776,0.027777778
921,0.052077573,0.09017842,0.5931569,0.095530026,0.020570671,0.010654597,0.055059712,0.21400817,0.17237085,0.00037807185,7.798366e-06,0.055354316,0.014762026,0.0022013644,0.0,0.032846604,0.013362963,0.0307269,0.002725984,0.06949182,0.002458966,0.0100387465,0.00454316,0.013644243,0.10181745,0.16118787,0.0,0.0,0.08846849,0.010308858,0.00093291694,0.049914915,0.00311042,0.00018635855,0.038099054,0.025073247,0.006475032,0.08315403,7.912332e-05,0.0,0.0008114462,0.007481297,0.002203721,0.0015972427,0.010121168,1.4716162e-05,0.0,0.0,0.0027872405,0.021971744,0.022385946,0.0006208095,0.0026153116,0.087868765,0.012045319,0.01415241,0.004760624,0.001983812,0.05095057,0.016410083,0.0,0.002734731,0.04249334,0.0044682752,0.05576949,0.012679918,0.0037513108,0.022958104,0.001067341,0.013157895,0.15520446,0.00072115904,0.0019810107,0.02802495,0.015205753,0.0058942144,7.1022725e-05,0.01206802,0.028545491,0.008806793,0.05835256,0.035346605,0.00025571085,0.0022774327,0.010362694,0.001693849,0.28646934,0.00097118807,0.012931034,0.039115105,0.0006131835,0.11168896,0.059311897,0.0022634678,0.0002568443,0.08771591,0.0062882937,0.07863713,5.4309454e-05,0.00040021344,0.056012705,0.022095703,3.2276286e-05,0.075739644,0.011642464,0.043114047,0.1485557,0.058006696,0.026509572,0.052978948,0.035339754,0.025197694,0.010068553,0.10367089,0.00027289346,0.05144033,0.0,0.0,0.0051780953,0.08818827,0.0215218,0.03254999,0.022500692,0.00039603046,0.019937694,0.00236756,0.096392885,0.0013774105,0.095491655,0.0509865,0.49069023,0.00045637094,0.23806116,0.0,0.001219413,0.025102329,0.15262334,0.33908963,6.2494146e-05,0.001465875,0.0019569471,0.11786804,0.08125414,0.009749449,0.002448355,0.031207846,0.020203898,0.093023255,0.10004853,0.069925204,0.015385064,0.002791355,0.0030135415,0.0032898053,0.3572981,2.996997e-05,0.10791708,0.0081770085,0.00998018,0.0037161566,0.05963517,0.029203001,0.35025707,0.021091811,0.019085014,7.688518e-05,0.0012550822,0.019323671,0.89596593,0.035809413,0.0002248707,0.0,0.0058966354,0.5728108,0.0516158,0.20117033,0.0,0.0003796507,0.0019794358,0.4055206,0.75142527,0.07437276,0.19499946,0.00035639328,0.22074136,0.0017211704,0.082290895,0.05287696,0.001981801,0.07865169,0.04100216,0.08766478,0.040236596,0.20734009,9.291737e-05,0.0,0.08325902,0.0,0.047510117,0.2691927,0.041666668
808,0.003190068,0.012377431,0.12311388,0.03113355,0.00265428,0.01845404,0.20694746,0.13299009,0.044811793,0.0002520479,0.0004367085,0.08099389,0.047000933,0.008684504,0.0018310717,0.081294194,0.04045424,7.775886e-05,0.0021262676,0.08549812,0.01198746,0.011095456,0.014134277,0.028779658,0.07460588,0.094207585,0.00017859269,0.0013593113,0.06301294,0.021343391,0.0018448358,0.104840234,0.003888025,0.0002795378,0.0006631424,0.019751659,0.020553323,0.08167865,0.0066859196,0.0,0.0010066319,0.03145981,0.06110221,0.0012189484,0.0640116,3.3111362e-05,0.00048178105,0.016506419,0.011303809,0.05895491,0.0935109,0.14365532,0.048597243,0.09600712,0.03321407,0.029984446,0.0024919685,0.03681955,0.013688212,0.022838775,0.00035229186,0.001823154,0.07166124,0.000297885,0.039038643,0.03598355,0.0046140575,0.035019044,0.0018391106,0.03421053,0.19702603,0.0030999077,0.0055043795,0.013222453,0.016125062,0.0583217,7.1022725e-05,0.0021941855,0.0065059513,0.049814835,0.039082643,0.04684283,8.5236956e-05,0.014285714,0.050703183,0.004145897,0.05232558,0.003992662,0.019883202,0.11934915,0.00030659174,0.07107479,0.03295508,0.004677833,0.0039577372,0.020623874,0.03627862,0.057390854,0.0023353065,0.016542155,0.12848274,0.045004744,9.682886e-05,0.11065089,0.020560449,0.056832153,0.17881705,0.010143786,0.09241532,0.06091687,0.13848585,0.017155876,0.023993146,0.08746835,0.0155023215,0.1430041,0.014799154,0.0019841269,0.08865526,0.12090321,0.27783948,0.04029466,0.03420105,0.0007161551,0.044236757,0.009605959,0.11779999,0.002754821,0.12957045,0.044524286,0.0021424626,0.031945966,0.13873315,0.00029603316,0.0037395332,0.015429137,0.06777267,0.037178595,0.005499484,0.0005383157,0.01369863,0.24465837,0.12403401,0.03173813,0.0026013772,0.010804607,0.020670872,0.020348838,0.123422846,0.08053575,0.08935004,0.026099758,0.003026587,0.015125423,0.24745026,0.0013906066,0.11874506,0.026575278,0.037337203,0.008140152,0.09884627,0.10079091,0.15520565,0.042183623,0.075335585,0.0003360167,0.0011372342,0.08350586,0.19711693,0.09492454,0.024061166,0.0034843206,0.10405827,0.31699866,0.05789946,0.0019373714,0.001039501,0.008257403,0.0029141693,0.30449858,0.011767286,0.18966547,0.108043455,0.00023759552,0.1605581,0.012908778,0.048780486,0.063452356,0.0048568076,0.08876404,0.02443244,0.15084746,0.04414602,0.036700394,0.005915739,0.0,0.31406567,0.03767123,0.065810315,0.00061595894,0.027777778
368,0.08613183,0.011412956,0.19621596,0.014819775,0.01459854,0.1534819,0.017176062,0.04148047,0.16475624,0.0,7.018529e-05,0.028129952,0.030711802,0.0065073296,0.07847555,0.020458039,0.1767865,3.2399525e-06,0.019845163,0.02033587,0.09141206,0.0278267,0.068147406,0.031985685,0.028316095,0.040223464,0.00011906179,0.0,0.03380164,0.064625844,0.0022617986,0.049536772,0.000777605,0.0005590756,0.020156717,0.022661591,0.026488768,0.01690539,0.0018198361,0.001984127,0.0016667543,0.03222712,0.23052119,0.0030683873,0.0086220885,0.0026709833,0.00029160432,5.557717e-05,0.0041808607,0.023270309,0.032162085,0.0004966476,0.23870662,0.02988301,0.040548597,0.0037325039,0.0016088675,0.06848119,0.015209125,0.02436136,0.000117430616,0.004557885,0.016286645,0.0062555852,0.012481743,0.026045237,0.0009883365,0.06718155,0.0033333881,0.044736844,0.0697026,0.043549396,0.48202232,0.011559252,0.035987724,0.012408872,0.040838066,0.01371366,0.0029251564,0.019239455,0.014113177,0.013212079,0.00025571085,0.00020703934,0.04774241,0.02016487,0.0084566595,0.0017265566,0.17451334,0.026931709,0.019008687,0.104011886,0.011256934,0.0027161613,0.0006888097,0.0029646817,0.009835537,0.034589972,0.0062998966,0.0020010672,0.037823014,0.026569067,0.022206085,0.27633137,0.015326579,0.021364894,0.09009629,0.0001969667,0.026509572,0.018194789,0.037350956,0.021980966,0.015852613,0.037468355,0.00061812013,0.022633744,0.0010570824,0.0013227513,0.022281501,0.02113169,0.0018050541,4.7938127e-05,0.17460537,0.083743945,0.080996886,0.05563012,0.047485583,0.012396694,0.022364218,0.018859362,4.417449e-05,0.00018254838,0.054435566,0.010953227,0.01373872,0.026317474,0.035568453,0.0015635857,0.0028747304,0.00012422669,0.023483366,0.018548954,0.04691985,0.0274924,0.0010711553,0.0359022,0.0005537579,0.23255813,0.03380783,0.04009393,0.2506234,0.0039809197,0.005244345,0.052231573,0.07089116,0.008951031,0.15696728,0.01899952,0.048343714,0.0074323127,0.03227315,0.03427297,0.00010711225,0.031017369,0.012053694,0.103427656,0.019221023,0.030825855,0.5060029,0.027892869,0.002923319,0.09756098,0.0006937218,0.016794955,0.0489228,0.10188992,0.0,0.08845861,0.0009897179,0.0974588,0.006870341,0.032407407,0.15014696,0.0012671761,0.027072053,0.0008605852,0.02224204,0.028087333,0.0049963715,0.07865169,0.013922917,0.041054614,0.016856216,0.12244898,0.00023229342,0.036037773,0.09116335,0.011986301,0.018182885,1.8665422e-05,0.027777778
1092,0.0016238252,0.0019289502,0.00014735354,0.0074013015,0.0,0.016225627,0.01650186,0.032251794,0.0012138352,0.0,5.4588563e-05,0.04460041,0.023924664,0.023440901,0.0029465945,0.014632646,0.00029028158,0.0,5.451968e-05,0.016968425,0.057662755,0.00017611835,0.0035335692,0.41557154,0.016266692,0.03698912,0.00023812358,0.009062075,0.025455557,0.00012806035,0.008853712,0.019757988,0.010108865,0.00018635855,0.0021956342,0.004145656,0.054449134,0.022151185,0.0010286031,0.001984127,0.0629441,0.17782468,0.00034499148,0.0,0.0013176615,0.0010190943,0.00010142759,0.00022230868,0.010374729,0.04087887,0.033437233,0.0004966476,0.009510225,0.037385553,0.18324389,0.0029237946,0.00722214,0.005343067,0.013688212,0.053798,0.00023486123,0.06107566,0.041160796,0.11617515,0.021378303,0.0013708019,0.0022223922,0.0,0.0059442683,0.08289474,0.053903345,0.017393924,0.5727668,0.0006652807,0.02544352,0.020009305,0.00021306818,0.053209,0.026326407,0.028633367,0.06228796,0.01733013,0.0007671326,0.00020703934,0.053293854,0.0025811032,0.0,0.74587244,0.018214682,0.04047772,0.00020439448,0.014611194,0.012326433,0.0022634678,0.0007822077,0.0014823409,0.06699452,0.024225935,5.4309454e-05,0.08204375,0.037823014,0.02873797,1.6138143e-05,0.013017751,0.0128613105,0.0132954195,0.042182483,0.0037423675,0.024300441,0.016321797,0.030455394,0.0069025597,0.07712082,0.041392405,0.00012165129,0.028292181,0.0,0.0013227513,0.028871804,0.0038713014,0.0,0.000117182084,0.05614788,0.0065873065,0.0018691588,0.009477779,0.028556343,0.024793388,0.033368833,0.00062537554,0.12660408,0.00018254838,0.027794346,0.079780936,0.032598976,0.0055321055,0.014347227,0.00045170257,0.0019060712,0.00018219915,0.22015655,0.035454333,0.046312653,0.029326973,0.0030604438,0.016803196,2.4795128e-05,0.058139533,0.027256552,0.038441468,0.0021728668,0.000270891,0.0012915178,0.0035195495,0.04096305,1.5983984e-05,0.00027482194,0.009920635,0.40087062,0.02167758,0.034923602,0.05759481,0.00032133676,0.0074441684,0.01588896,0.014707849,0.00035943667,0.05083966,0.0020826852,0.030556379,0.015516078,0.0,0.0010405828,0.0002154455,0.03029623,0.00015815278,0.17255718,0.0012338648,0.0066531035,0.03929169,0.0,0.025089605,0.0064262,0.004197521,0.04310704,0.030981068,0.034596145,0.024107346,0.000809468,0.06966292,0.008422121,0.024858756,0.014419171,0.00034299432,0.00095240306,0.00028907304,0.009120389,0.3458904,0.02393102,0.0,0.30555555
1090,0.29796618,0.17971386,0.39806083,0.025758589,0.0033178502,0.14415042,0.03223321,0.08704099,0.22893308,0.00012602395,4.6790195e-05,0.030280735,0.049970306,0.009748899,0.089304194,0.030710116,0.17035025,1.7819739e-05,0.047432125,0.053048193,0.17845945,0.084536806,0.049974762,0.010177263,0.04508485,0.08473978,0.00011906179,0.0013593113,0.069411606,0.026884912,0.00037346676,0.059652105,0.005443235,0.0003727171,0.15605171,0.21686962,0.006818405,0.03344194,0.0009890414,0.0,0.001076811,0.019182812,0.006632285,0.0015972427,0.002215199,0.039788824,6.339225e-05,0.00066692603,0.005264788,0.044774566,0.052564465,0.00074497145,0.062054213,0.08240081,0.05122242,0.00466563,0.003146681,0.0670793,0.003041825,0.05481306,5.8715308e-05,0.004557885,0.08913237,0.000297885,0.024697915,0.019191228,0.0022278526,0.10537452,0.067291744,0.038157895,0.12546468,0.05390395,0.06690156,0.005654886,0.016663648,0.018768419,0.0390625,0.008776742,0.0024712528,0.020684673,0.043018047,0.0365477,8.5236956e-05,0.00082815735,0.029607698,0.0019680914,0.005285412,0.003021474,0.14644048,0.048332803,0.008175779,0.13150074,0.013885365,0.003923344,0.0022999241,0.20494974,0.0049177683,0.065941185,5.4309454e-05,0.0012006403,0.13137001,0.047715873,0.008730736,0.13609467,0.020323297,0.031240392,0.079779916,0.0,0.05191458,0.026489474,0.088205725,0.019635437,0.0323479,0.073417716,0.001032392,0.07098765,0.0010570824,0.00066137564,0.017887965,0.01604947,0.0,0.0008309275,0.059263363,0.0057919454,0.07912772,0.06274788,0.0675522,0.012396694,0.07774228,0.013782786,2.2087244e-05,0.0037422418,0.044653866,0.023830669,0.35533696,0.007722563,0.023078833,0.0003474635,0.087054335,0.00010766314,0.004892368,0.08264851,0.08302054,0.09002516,0.0016832441,0.018638952,0.0,0.2761628,0.0824167,0.10732301,0.1572339,0.000989341,0.0030918154,0.023728842,0.123056345,0.06900086,0.18552677,0.025853777,0.010617213,0.0033622368,0.11373558,0.037517745,0.0002142245,0.16129032,0.031412657,0.0023122507,0.0076954807,0.045088563,0.002056322,0.04749926,0.0004497414,0.05923345,0.0010405828,0.07671818,0.060143627,0.30507672,0.001039501,0.0045558084,0.0019244514,0.067977995,0.0,0.029271206,0.18123072,0.0024551537,0.07205331,0.0008605852,0.02179999,0.043324996,0.0038240384,0.037078653,0.015937801,0.05480226,0.050086312,0.030740868,0.0004878162,0.046829835,0.090109445,0.006849315,0.045398556,5.5996265e-05,0.0
67,0.07015846,0.11589776,0.32629967,0.03113355,0.00862641,0.3700557,0.05650443,0.08062949,0.20124637,0.00037807185,0.0,0.058410686,0.09094765,0.0023465091,0.37331477,0.053796496,0.27318498,0.0,0.08565042,0.06590571,0.27288377,0.2331807,0.07420495,0.0053682267,0.09463801,0.12349309,0.02518157,0.013593113,0.12922521,0.11182772,0.011028518,0.1366988,0.003888025,0.00018635855,0.29113826,0.049767803,0.06646718,0.05299072,0.0016220278,0.001984127,0.0072328364,0.11720698,0.05362505,0.0021436678,0.010799094,0.009900298,0.0,0.0100594675,0.022143077,0.08560149,0.086001694,0.002483238,0.099286735,0.087105796,0.049552772,0.0061897356,0.0036948125,0.2619161,0.039543726,0.12857383,0.00037186363,0.030993618,0.13266213,0.000893655,0.09666711,0.07847841,0.0037130876,0.24365214,0.01068983,0.02763158,0.16356878,0.21979205,0.2563852,0.5510187,0.07636306,0.03784706,0.0052556815,0.061437193,0.013692757,0.086622715,0.039761163,0.037577216,0.0,0.0016563147,0.070688374,0.02171353,0.01268499,0.010683069,0.17461067,0.08961206,0.07675013,0.40515107,0.056067143,0.02867059,0.0012258479,0.043310132,0.022170268,0.102733515,0.0038288166,0.0077374596,0.14176412,0.07184492,0.12902446,0.1627219,0.06015365,0.05567937,0.13319577,0.0,0.058173787,0.03585444,0.12052867,0.030491889,0.018209083,0.11670886,0.0074305926,0.08744856,0.0010570824,0.0013227513,0.10152205,0.009572393,0.00013885032,0.02907181,0.02457768,0.053209994,0.013707165,0.03628248,0.100333095,0.015151516,0.1228257,0.04324901,0.00030922142,0.0141475,0.032764725,0.015541741,0.007966831,0.021824636,0.02906255,0.010771369,0.1477674,0.00033541207,0.0058708414,0.11058934,0.14583793,0.07325191,0.00076511095,0.046353947,0.00014877078,0.34302324,0.12900355,0.08123152,0.20439532,0.019833932,0.008792757,0.107428566,0.0948002,0.3416217,0.615843,0.042809043,0.02537514,0.02972925,0.0828656,0.07523829,0.00010711225,0.006203474,0.06309926,0.39227387,0.00524424,0.11456177,0.014378438,0.086268134,0.024735777,0.027874565,0.0,0.00200756,0.07315979,0.0006326111,0.001039501,0.002088079,0.066860944,0.18573269,0.0,0.06914576,0.31374136,0.00031679403,0.09287797,0.004302926,0.028136024,0.115419604,0.0010606822,0.09213483,0.031336922,0.10338983,0.057854388,0.06812725,0.01131269,0.009057622,0.21605188,0.1369863,0.06663147,5.5996265e-05,0.11111111
861,0.12909988,0.16669345,0.17853354,0.021808939,0.16655608,0.05947075,0.05589444,0.054692052,0.092814595,0.0012602395,0.022467092,0.050543357,0.07321625,0.009361846,0.024369031,0.040777743,0.11832477,1.6199763e-06,0.016355904,0.036866963,0.12466958,0.10619937,0.38313985,0.009748551,0.04613917,0.057630107,0.0,0.034435887,0.06968981,0.18325436,0.0026307658,0.07165815,0.010108865,0.016306372,0.016320802,0.064576566,0.016972432,0.033974715,0.0029275625,0.0,0.0008092531,0.057164777,0.04082164,0.0019335042,0.19457467,0.010165188,0.070821814,0.0,0.018117063,0.05033243,0.072966844,0.14738017,0.17822158,0.06892167,0.046273105,0.008926905,0.007841326,0.22848225,0.019011406,0.07612925,0.0010764473,0.004557885,0.044862304,0.0,0.04687293,0.03564085,0.0052365456,0.203449,0.000755349,0.051315792,0.09479554,0.016102297,0.07769807,0.0024116423,0.054271773,0.031797737,0.0004971591,0.015907845,0.0234769,0.055776354,0.036775682,0.04221002,0.00017047391,0.00041407868,0.052183565,0.0011776283,0.06976744,0.0036689327,0.06312569,0.0843219,0.00081757794,0.3749381,0.023184571,0.15964992,0.0013075711,0.00966744,0.008303773,0.05881591,0.010183022,0.002801494,0.11101487,0.092313945,0.14847092,0.33195266,0.042461075,0.03250845,0.10912426,0.010931652,0.08726068,0.03424902,0.08375234,0.03659027,0.025278492,0.1293671,0.002561253,0.08384773,0.0031712474,0.005291005,0.12270516,0.03622124,0.00013885032,0.0017151196,0.17599003,0.003171544,0.10155763,0.03745872,0.06369323,0.012396694,0.07028753,0.036185946,0.0507344,0.0022818546,0.18473895,0.00074008293,0.0051215347,0.01667626,0.029636098,0.2518763,0.0018748242,0.00016977648,0.01663405,0.19464663,0.107639655,0.029728834,0.0010711553,0.026433095,0.00042564972,0.22383721,0.07489486,0.11515046,0.014364254,0.05042106,0.0057922616,0.02906646,0.146631,0.0056942943,0.2979839,0.040764794,0.04671574,0.004335516,0.121920794,0.08983979,0.06748072,0.049627792,0.06364716,0.0010963257,0.007801544,0.121463075,0.2317686,0.07154484,0.0006746121,0.06620209,0.857787,0.1376403,0.06373429,0.0026095207,0.0,0.032744873,0.002364326,0.27673918,0.16488819,0.11708482,0.24337447,0.0011087791,0.056643065,0.0017211704,0.019806892,0.040595863,0.0028191817,0.14269663,0.011819976,0.10423729,0.040668156,0.16785286,0.00010066049,0.00019271536,0.12492906,0.03938356,0.06111795,0.00050396635,0.041666668
889,0.02760503,0.009484005,0.1730962,0.05539814,0.00132714,0.045194983,0.0777899,0.09996114,0.08627616,0.00012602395,0.00058487745,0.10697307,0.070671074,0.0069427644,0.07548859,0.079695664,0.058286536,3.3209515e-05,0.011176535,0.07456485,0.047580995,0.11183515,0.040383644,0.04316949,0.061954014,0.06492208,0.00065483985,0.0013593113,0.08457366,0.11889433,0.0041201334,0.10569106,0.002332815,0.0027953782,0.0102377,0.021166762,0.024673797,0.07975246,0.03133283,0.001984127,0.0018027263,0.04968348,0.26225337,0.006977428,0.039768547,0.007994555,0.0019271242,0.0,0.019355837,0.07968003,0.1180221,0.012912838,0.047788873,0.049338758,0.049850922,0.0069673406,0.004176965,0.009892609,0.0045627374,0.036203686,0.000508866,0.000911577,0.17796862,0.00119154,0.05550392,0.0109664155,0.0069565787,0.081675835,0.0053202845,0.040789474,0.28996283,0.078294195,0.17639484,0.045571726,0.03137725,0.07522879,0.020383522,0.011519474,0.047256403,0.0680607,0.0635093,0.07326699,0.0011933174,0.008281574,0.053293854,0.0034844894,0.0021141649,0.010898888,0.09595383,0.13016994,0.0073582013,0.05473006,0.08557808,0.005734118,0.036506917,0.073859245,0.024024507,0.07215961,0.0012219627,0.021611525,0.20586112,0.115087435,0.054982655,0.059763312,0.05808547,0.05268214,0.22397982,0.0,0.06921944,0.067606136,0.15385722,0.042956706,0.056341045,0.20417722,0.018326605,0.054526746,0.03911205,0.03174603,0.1153303,0.016028395,0.45084697,0.00040481085,0.07297147,0.011643295,0.059190027,0.020101639,0.048866685,0.020661157,0.0883919,0.009920172,0.00046383214,0.0049288063,0.049147084,0.0042924806,0.015445898,0.055560887,0.014877971,0.018380819,0.0006874355,7.4536016e-05,0.02446184,0.11035454,0.17857142,0.061580528,0.0041315993,0.019987851,8.265043e-06,0.10174418,0.14105467,0.07401287,0.16437957,0.025239974,0.0055313488,0.04106942,0.29092127,0.001952044,0.1629694,0.03162578,0.085008495,0.013095027,0.20010912,0.16467248,0.0010711225,0.0037220842,0.06200347,0.01879985,0.0137823345,0.1268691,0.19351046,0.1760876,0.034405217,0.05226481,0.0020811656,0.04000431,0.10233394,0.05646054,0.031185031,0.010914958,0.0032990596,0.18458909,0.00635872,0.13052568,0.1673668,0.0019403634,0.2396918,0.035283994,0.020272207,0.088810556,0.0010327694,0.15393259,0.009789551,0.1173258,0.069785744,0.029669011,0.011088139,0.02871459,0.062464535,0.018835615,0.063229516,3.7330843e-05,0.1388889
